Date,Province,Item,total_spent,transaction_count,avg_transaction_value,location_missing_count,province_missing_count,had_transaction,day_of_week,day_of_month,day_of_year,is_weekend,quarter,month,total_spent_lag_1,total_spent_lag_7,total_spent_lag_1_missing_flag,total_spent_lag_7_missing_flag,total_spent_shifted,total_spent_ma_3,total_spent_ma_7,total_spent_ma_3_missing_flag,total_spent_ma_7_missing_flag
2023-01-01,Newfoundland and Labrador,Tea,27.0,3,9.0,0,0,1,6,1,1,1,1,1,0.0,0.0,1,1,,0.0,0.0,1,1
2023-01-01,Ontario,Coffee,0.0,0,0.0,0,0,0,6,1,1,1,1,1,0.0,0.0,1,1,,0.0,0.0,1,1
2023-01-01,Ontario,Cookie,0.0,0,0.0,0,0,0,6,1,1,1,1,1,0.0,0.0,1,1,,0.0,0.0,1,1
2023-01-01,Ontario,Donut,0.0,0,0.0,0,0,0,6,1,1,1,1,1,0.0,0.0,1,1,,0.0,0.0,1,1
2023-01-01,Ontario,Juice,0.0,0,0.0,0,0,0,6,1,1,1,1,1,0.0,0.0,1,1,,0.0,0.0,1,1
2023-01-01,Ontario,Refresher,0.0,0,0.0,0,0,0,6,1,1,1,1,1,0.0,0.0,1,1,,0.0,0.0,1,1
2023-01-01,Ontario,Salad,0.0,0,0.0,0,0,0,6,1,1,1,1,1,0.0,0.0,1,1,,0.0,0.0,1,1
2023-01-01,Ontario,Sandwich,0.0,0,0.0,0,0,0,6,1,1,1,1,1,0.0,0.0,1,1,,0.0,0.0,1,1
2023-01-01,Ontario,Tea,0.0,0,0.0,0,0,0,6,1,1,1,1,1,0.0,0.0,1,1,,0.0,0.0,1,1
2023-01-01,Saskatchewan,Coffee,14.0,1,14.0,0,0,1,6,1,1,1,1,1,0.0,0.0,1,1,,0.0,0.0,1,1
2023-01-01,Saskatchewan,Cookie,0.0,0,0.0,0,0,0,6,1,1,1,1,1,0.0,0.0,1,1,,0.0,0.0,1,1
2023-01-01,Saskatchewan,Donut,0.0,0,0.0,0,0,0,6,1,1,1,1,1,0.0,0.0,1,1,,0.0,0.0,1,1
2023-01-01,Saskatchewan,Juice,0.0,0,0.0,0,0,0,6,1,1,1,1,1,0.0,0.0,1,1,,0.0,0.0,1,1
2023-01-01,Saskatchewan,Refresher,5.0,1,5.0,0,0,1,6,1,1,1,1,1,0.0,0.0,1,1,,0.0,0.0,1,1
2023-01-01,Saskatchewan,Salad,0.0,0,0.0,0,0,0,6,1,1,1,1,1,0.0,0.0,1,1,,0.0,0.0,1,1
2023-01-01,Saskatchewan,Sandwich,0.0,0,0.0,0,0,0,6,1,1,1,1,1,0.0,0.0,1,1,,0.0,0.0,1,1
2023-01-01,Saskatchewan,Tea,0.0,0,0.0,0,0,0,6,1,1,1,1,1,0.0,0.0,1,1,,0.0,0.0,1,1
2023-01-02,British Columbia,Coffee,3.5,1,3.5,0,0,1,0,2,2,0,1,1,10.5,0.0,0,1,10.5,10.5,10.5,0,0
2023-01-02,British Columbia,Cookie,7.5,2,3.75,0,0,1,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,British Columbia,Donut,4.0,1,4.0,0,0,1,0,2,2,0,1,1,10.0,0.0,0,1,10.0,10.0,10.0,0,0
2023-01-02,British Columbia,Juice,9.0,1,9.0,0,1,1,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,British Columbia,Refresher,5.0,1,5.0,0,0,1,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,British Columbia,Salad,45.0,3,15.0,0,0,1,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,British Columbia,Sandwich,24.0,3,8.0,0,0,1,0,2,2,0,1,1,16.0,0.0,0,1,16.0,16.0,16.0,0,0
2023-01-02,British Columbia,Tea,9.0,2,4.5,0,0,1,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Manitoba,Coffee,21.0,2,10.5,0,0,1,0,2,2,0,1,1,3.5,0.0,0,1,3.5,3.5,3.5,0,0
2023-01-02,Manitoba,Cookie,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Manitoba,Donut,4.0,2,2.0,0,0,1,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Manitoba,Juice,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Manitoba,Refresher,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Manitoba,Salad,18.0,1,18.0,1,0,1,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Manitoba,Sandwich,8.0,1,8.0,0,0,1,0,2,2,0,1,1,24.0,0.0,0,1,24.0,24.0,24.0,0,0
2023-01-02,Manitoba,Tea,18.0,2,9.0,0,0,1,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Newfoundland and Labrador,Coffee,7.0,2,3.5,0,0,1,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Newfoundland and Labrador,Cookie,5.0,1,5.0,0,0,1,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Newfoundland and Labrador,Donut,10.0,2,5.0,1,0,1,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Newfoundland and Labrador,Juice,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Newfoundland and Labrador,Refresher,0.0,0,0.0,0,0,0,0,2,2,0,1,1,10.0,0.0,0,1,10.0,10.0,10.0,0,0
2023-01-02,Newfoundland and Labrador,Salad,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Newfoundland and Labrador,Sandwich,8.0,1,8.0,0,0,1,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Newfoundland and Labrador,Tea,0.0,0,0.0,0,0,0,0,2,2,0,1,1,27.0,0.0,0,1,27.0,27.0,27.0,0,0
2023-01-02,Ontario,Coffee,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Ontario,Cookie,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Ontario,Donut,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Ontario,Juice,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Ontario,Refresher,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Ontario,Salad,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Ontario,Sandwich,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Ontario,Tea,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Saskatchewan,Coffee,0.0,0,0.0,0,0,0,0,2,2,0,1,1,14.0,0.0,0,1,14.0,14.0,14.0,0,0
2023-01-02,Saskatchewan,Cookie,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Saskatchewan,Donut,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Saskatchewan,Juice,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Saskatchewan,Refresher,0.0,0,0.0,0,0,0,0,2,2,0,1,1,5.0,0.0,0,1,5.0,5.0,5.0,0,0
2023-01-02,Saskatchewan,Salad,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Saskatchewan,Sandwich,0.0,0,0.0,0,0,0,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-02,Saskatchewan,Tea,15.0,1,15.0,0,0,1,0,2,2,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,British Columbia,Coffee,21.0,3,7.0,0,0,1,1,3,3,0,1,1,3.5,0.0,0,1,3.5,7.0,7.0,0,0
2023-01-03,British Columbia,Cookie,2.5,1,2.5,0,0,1,1,3,3,0,1,1,7.5,0.0,0,1,7.5,3.75,3.75,0,0
2023-01-03,British Columbia,Donut,10.0,2,5.0,0,0,1,1,3,3,0,1,1,4.0,0.0,0,1,4.0,7.0,7.0,0,0
2023-01-03,British Columbia,Juice,4.5,1,4.5,0,0,1,1,3,3,0,1,1,9.0,0.0,0,1,9.0,4.5,4.5,0,0
2023-01-03,British Columbia,Refresher,5.0,1,5.0,0,0,1,1,3,3,0,1,1,5.0,0.0,0,1,5.0,2.5,2.5,0,0
2023-01-03,British Columbia,Salad,0.0,0,0.0,0,0,0,1,3,3,0,1,1,45.0,0.0,0,1,45.0,22.5,22.5,0,0
2023-01-03,British Columbia,Sandwich,0.0,0,0.0,0,0,0,1,3,3,0,1,1,24.0,0.0,0,1,24.0,20.0,20.0,0,0
2023-01-03,British Columbia,Tea,0.0,0,0.0,0,0,0,1,3,3,0,1,1,9.0,0.0,0,1,9.0,4.5,4.5,0,0
2023-01-03,Manitoba,Coffee,0.0,0,0.0,0,0,0,1,3,3,0,1,1,21.0,0.0,0,1,21.0,12.25,12.25,0,0
2023-01-03,Manitoba,Cookie,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Manitoba,Donut,0.0,0,0.0,0,0,0,1,3,3,0,1,1,4.0,0.0,0,1,4.0,2.0,2.0,0,0
2023-01-03,Manitoba,Juice,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Manitoba,Refresher,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Manitoba,Salad,0.0,0,0.0,0,0,0,1,3,3,0,1,1,18.0,0.0,0,1,18.0,9.0,9.0,0,0
2023-01-03,Manitoba,Sandwich,0.0,0,0.0,0,0,0,1,3,3,0,1,1,8.0,0.0,0,1,8.0,16.0,16.0,0,0
2023-01-03,Manitoba,Tea,12.0,2,6.0,0,0,1,1,3,3,0,1,1,18.0,0.0,0,1,18.0,9.0,9.0,0,0
2023-01-03,Newfoundland and Labrador,Coffee,14.0,2,7.0,0,0,1,1,3,3,0,1,1,7.0,0.0,0,1,7.0,3.5,3.5,0,0
2023-01-03,Newfoundland and Labrador,Cookie,0.0,0,0.0,0,0,0,1,3,3,0,1,1,5.0,0.0,0,1,5.0,2.5,2.5,0,0
2023-01-03,Newfoundland and Labrador,Donut,4.0,1,4.0,0,0,1,1,3,3,0,1,1,10.0,0.0,0,1,10.0,5.0,5.0,0,0
2023-01-03,Newfoundland and Labrador,Juice,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Newfoundland and Labrador,Refresher,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,5.0,5.0,0,0
2023-01-03,Newfoundland and Labrador,Salad,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Newfoundland and Labrador,Sandwich,40.0,2,20.0,0,0,1,1,3,3,0,1,1,8.0,0.0,0,1,8.0,4.0,4.0,0,0
2023-01-03,Newfoundland and Labrador,Tea,12.0,2,6.0,0,0,1,1,3,3,0,1,1,0.0,0.0,0,1,0.0,13.5,13.5,0,0
2023-01-03,Ontario,Coffee,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Ontario,Cookie,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Ontario,Donut,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Ontario,Juice,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Ontario,Refresher,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Ontario,Salad,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Ontario,Sandwich,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Ontario,Tea,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Saskatchewan,Coffee,35.0,5,7.0,1,0,1,1,3,3,0,1,1,0.0,0.0,0,1,0.0,7.0,7.0,0,0
2023-01-03,Saskatchewan,Cookie,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Saskatchewan,Donut,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Saskatchewan,Juice,9.0,1,9.0,0,0,1,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Saskatchewan,Refresher,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,2.5,2.5,0,0
2023-01-03,Saskatchewan,Salad,45.0,1,45.0,0,0,1,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Saskatchewan,Sandwich,0.0,0,0.0,0,0,0,1,3,3,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-03,Saskatchewan,Tea,18.0,2,9.0,0,0,1,1,3,3,0,1,1,15.0,0.0,0,1,15.0,7.5,7.5,0,0
2023-01-04,British Columbia,Coffee,14.0,2,7.0,0,0,1,2,4,4,0,1,1,21.0,0.0,0,1,21.0,11.666666666666666,11.666666666666666,0,0
2023-01-04,British Columbia,Cookie,0.0,0,0.0,0,0,0,2,4,4,0,1,1,2.5,0.0,0,1,2.5,3.3333333333333335,3.3333333333333335,0,0
2023-01-04,British Columbia,Donut,0.0,0,0.0,0,0,0,2,4,4,0,1,1,10.0,0.0,0,1,10.0,8.0,8.0,0,0
2023-01-04,British Columbia,Juice,0.0,0,0.0,0,0,0,2,4,4,0,1,1,4.5,0.0,0,1,4.5,4.5,4.5,0,0
2023-01-04,British Columbia,Refresher,10.0,1,10.0,0,0,1,2,4,4,0,1,1,5.0,0.0,0,1,5.0,3.3333333333333335,3.3333333333333335,0,0
2023-01-04,British Columbia,Salad,0.0,0,0.0,0,0,0,2,4,4,0,1,1,0.0,0.0,0,1,0.0,15.0,15.0,0,0
2023-01-04,British Columbia,Sandwich,48.0,2,24.0,1,0,1,2,4,4,0,1,1,0.0,0.0,0,1,0.0,13.333333333333334,13.333333333333334,0,0
2023-01-04,British Columbia,Tea,21.0,4,5.25,0,0,1,2,4,4,0,1,1,0.0,0.0,0,1,0.0,3.0,3.0,0,0
2023-01-04,Manitoba,Coffee,7.0,1,7.0,0,0,1,2,4,4,0,1,1,0.0,0.0,0,1,0.0,8.166666666666666,8.166666666666666,0,0
2023-01-04,Manitoba,Cookie,10.0,2,5.0,1,0,1,2,4,4,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-04,Manitoba,Donut,12.0,4,3.0,0,0,1,2,4,4,0,1,1,0.0,0.0,0,1,0.0,1.3333333333333333,1.3333333333333333,0,0
2023-01-04,Manitoba,Juice,0.0,0,0.0,0,0,0,2,4,4,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-04,Manitoba,Refresher,0.0,0,0.0,0,0,0,2,4,4,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-04,Manitoba,Salad,18.0,1,18.0,0,0,1,2,4,4,0,1,1,0.0,0.0,0,1,0.0,6.0,6.0,0,0
2023-01-04,Manitoba,Sandwich,8.0,1,8.0,0,0,1,2,4,4,0,1,1,0.0,0.0,0,1,0.0,10.666666666666666,10.666666666666666,0,0
2023-01-04,Manitoba,Tea,0.0,0,0.0,0,0,0,2,4,4,0,1,1,12.0,0.0,0,1,12.0,10.0,10.0,0,0
2023-01-04,Newfoundland and Labrador,Coffee,14.0,3,4.666666666666667,0,0,1,2,4,4,0,1,1,14.0,0.0,0,1,14.0,7.0,7.0,0,0
2023-01-04,Newfoundland and Labrador,Cookie,0.0,0,0.0,0,0,0,2,4,4,0,1,1,0.0,0.0,0,1,0.0,1.6666666666666667,1.6666666666666667,0,0
2023-01-04,Newfoundland and Labrador,Donut,12.0,2,6.0,0,0,1,2,4,4,0,1,1,4.0,0.0,0,1,4.0,4.666666666666667,4.666666666666667,0,0
2023-01-04,Newfoundland and Labrador,Juice,22.5,2,11.25,0,0,1,2,4,4,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-04,Newfoundland and Labrador,Refresher,0.0,0,0.0,0,0,0,2,4,4,0,1,1,0.0,0.0,0,1,0.0,3.3333333333333335,3.3333333333333335,0,0
2023-01-04,Newfoundland and Labrador,Salad,45.0,2,22.5,0,0,1,2,4,4,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-04,Newfoundland and Labrador,Sandwich,0.0,0,0.0,0,0,0,2,4,4,0,1,1,40.0,0.0,0,1,40.0,16.0,16.0,0,0
2023-01-04,Newfoundland and Labrador,Tea,6.0,2,3.0,0,0,1,2,4,4,0,1,1,12.0,0.0,0,1,12.0,13.0,13.0,0,0
2023-01-04,Ontario,Coffee,0.0,0,0.0,0,0,0,2,4,4,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-04,Ontario,Cookie,0.0,0,0.0,0,0,0,2,4,4,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-04,Ontario,Donut,0.0,0,0.0,0,0,0,2,4,4,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-04,Ontario,Juice,0.0,0,0.0,0,0,0,2,4,4,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-04,Ontario,Refresher,0.0,0,0.0,0,0,0,2,4,4,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-04,Ontario,Salad,0.0,0,0.0,0,0,0,2,4,4,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-04,Ontario,Sandwich,0.0,0,0.0,0,0,0,2,4,4,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-04,Ontario,Tea,0.0,0,0.0,0,0,0,2,4,4,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-04,Saskatchewan,Coffee,24.5,4,6.125,0,0,1,2,4,4,0,1,1,35.0,0.0,0,1,35.0,16.333333333333332,16.333333333333332,0,0
2023-01-04,Saskatchewan,Cookie,0.0,0,0.0,0,0,0,2,4,4,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-04,Saskatchewan,Donut,0.0,0,0.0,0,0,0,2,4,4,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-04,Saskatchewan,Juice,0.0,0,0.0,0,0,0,2,4,4,0,1,1,9.0,0.0,0,1,9.0,3.0,3.0,0,0
2023-01-04,Saskatchewan,Refresher,0.0,0,0.0,0,0,0,2,4,4,0,1,1,0.0,0.0,0,1,0.0,1.6666666666666667,1.6666666666666667,0,0
2023-01-04,Saskatchewan,Salad,27.0,1,27.0,0,0,1,2,4,4,0,1,1,45.0,0.0,0,1,45.0,15.0,15.0,0,0
2023-01-04,Saskatchewan,Sandwich,8.0,1,8.0,1,0,1,2,4,4,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-04,Saskatchewan,Tea,0.0,0,0.0,0,0,0,2,4,4,0,1,1,18.0,0.0,0,1,18.0,11.0,11.0,0,0
2023-01-05,British Columbia,Coffee,17.5,1,17.5,1,0,1,3,5,5,0,1,1,14.0,0.0,0,1,14.0,12.833333333333334,12.25,0,0
2023-01-05,British Columbia,Cookie,5.0,1,5.0,0,0,1,3,5,5,0,1,1,0.0,0.0,0,1,0.0,3.3333333333333335,2.5,0,0
2023-01-05,British Columbia,Donut,8.0,1,8.0,0,0,1,3,5,5,0,1,1,0.0,0.0,0,1,0.0,4.666666666666667,6.0,0,0
2023-01-05,British Columbia,Juice,0.0,0,0.0,0,0,0,3,5,5,0,1,1,0.0,0.0,0,1,0.0,4.5,3.375,0,0
2023-01-05,British Columbia,Refresher,5.0,1,5.0,1,0,1,3,5,5,0,1,1,10.0,0.0,0,1,10.0,6.666666666666667,5.0,0,0
2023-01-05,British Columbia,Salad,18.0,1,18.0,0,0,1,3,5,5,0,1,1,0.0,0.0,0,1,0.0,15.0,11.25,0,0
2023-01-05,British Columbia,Sandwich,16.0,2,8.0,0,0,1,3,5,5,0,1,1,48.0,0.0,0,1,48.0,24.0,22.0,0,0
2023-01-05,British Columbia,Tea,15.0,3,5.0,1,0,1,3,5,5,0,1,1,21.0,0.0,0,1,21.0,10.0,7.5,0,0
2023-01-05,Manitoba,Coffee,7.0,2,3.5,1,0,1,3,5,5,0,1,1,7.0,0.0,0,1,7.0,9.333333333333334,7.875,0,0
2023-01-05,Manitoba,Cookie,2.5,1,2.5,0,0,1,3,5,5,0,1,1,10.0,0.0,0,1,10.0,3.3333333333333335,2.5,0,0
2023-01-05,Manitoba,Donut,2.0,1,2.0,0,0,1,3,5,5,0,1,1,12.0,0.0,0,1,12.0,5.333333333333333,4.0,0,0
2023-01-05,Manitoba,Juice,0.0,0,0.0,0,0,0,3,5,5,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-05,Manitoba,Refresher,15.0,1,15.0,0,0,1,3,5,5,0,1,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0
2023-01-05,Manitoba,Salad,18.0,1,18.0,0,0,1,3,5,5,0,1,1,18.0,0.0,0,1,18.0,12.0,9.0,0,0
2023-01-05,Manitoba,Sandwich,24.0,2,12.0,0,0,1,3,5,5,0,1,1,8.0,0.0,0,1,8.0,5.333333333333333,10.0,0,0
2023-01-05,Manitoba,Tea,6.0,2,3.0,0,0,1,3,5,5,0,1,1,0.0,0.0,0,1,0.0,10.0,7.5,0,0
2023-01-05,Newfoundland and Labrador,Coffee,21.0,3,7.0,1,0,1,3,5,5,0,1,1,14.0,0.0,0,1,14.0,11.666666666666666,8.75,0,0
2023-01-05,Newfoundland and Labrador,Cookie,0.0,0,0.0,0,0,0,3,5,5,0,1,1,0.0,0.0,0,1,0.0,1.6666666666666667,1.25,0,0
2023-01-05,Newfoundland and Labrador,Donut,4.0,1,4.0,0,0,1,3,5,5,0,1,1,12.0,0.0,0,1,12.0,8.666666666666666,6.5,0,0
2023-01-05,Newfoundland and Labrador,Juice,0.0,0,0.0,0,0,0,3,5,5,0,1,1,22.5,0.0,0,1,22.5,7.5,5.625,0,0
