Transaction ID,Total Spent,Location,Transaction Date,Province,Item,Location_missing_flag,Province_missing_flag
TXN_2343928,7.5,Takeaway,2023-11-13,British Columbia,Cookie,0,0
TXN_8358107,3.0,In-store,2023-01-04,British Columbia,Tea,0,0
TXN_5455837,3.0,In-store,2023-02-18,British Columbia,Tea,0,0
TXN_8926326,2.0,In-store,2023-04-26,British Columbia,Donut,0,0
TXN_6260282,8.0,Takeaway,2023-05-08,British Columbia,Sandwich,0,0
TXN_8303272,2.5,In-store,2023-10-07,Saskatchewan,Cookie,0,1
TXN_7565504,14.0,In-store,2023-12-08,British Columbia,Coffee,0,0
TXN_6509641,32.0,In-store,2023-10-26,Newfoundland and Labrador,Sandwich,0,0
TXN_9246141,9.0,In-store,2023-02-08,Newfoundland and Labrador,Tea,0,0
TXN_4018282,2.5,Takeaway,2023-09-04,British Columbia,Cookie,0,0
TXN_3865220,3.5,In-store,2023-01-13,British Columbia,Coffee,0,0
TXN_2120648,7.0,In-store,2023-11-09,British Columbia,Coffee,0,0
TXN_5560706,6.0,Takeaway,2023-01-20,Newfoundland and Labrador,Tea,0,0
TXN_7519821,4.0,In-store,2023-12-08,Saskatchewan,Donut,0,0
TXN_8130166,15.0,Takeaway,2023-07-05,Newfoundland and Labrador,Refresher,0,0
TXN_5385028,10.5,Takeaway,2023-02-27,Newfoundland and Labrador,Coffee,1,0
TXN_6924215,16.0,In-store,2023-06-29,Newfoundland and Labrador,Sandwich,0,0
TXN_7578726,9.0,In-store,2023-09-28,Newfoundland and Labrador,Tea,0,0
TXN_4212438,8.0,Takeaway,2023-04-11,Newfoundland and Labrador,Sandwich,0,0
TXN_3282901,5.0,In-store,2023-02-22,Newfoundland and Labrador,Cookie,0,0
TXN_6740250,9.0,Takeaway,2023-04-18,Manitoba,Salad,0,0
TXN_1764868,8.0,In-store,2023-11-07,Newfoundland and Labrador,Sandwich,0,0
TXN_1576243,8.0,In-store,2023-05-04,Saskatchewan,Sandwich,1,0
TXN_8485452,5.0,Takeaway,2023-11-15,Manitoba,Refresher,0,0
TXN_6988985,15.0,In-store,2023-02-27,Manitoba,Tea,0,0
TXN_2029245,4.5,Takeaway,2023-08-17,Saskatchewan,Juice,1,0
TXN_3372487,18.0,In-store,2023-05-09,Manitoba,Juice,0,0
TXN_7897261,2.0,In-store,2023-04-06,Newfoundland and Labrador,Donut,0,0
TXN_5624535,8.0,In-store,2023-02-17,British Columbia,Sandwich,0,0
TXN_6907107,4.0,In-store,2023-08-25,Newfoundland and Labrador,Donut,0,0
TXN_5651592,3.5,In-store,2023-09-29,British Columbia,Coffee,0,0
TXN_6051406,5.0,In-store,2023-07-11,British Columbia,Cookie,0,0
TXN_6891821,7.0,In-store,2023-10-05,Newfoundland and Labrador,Coffee,0,0
TXN_6089028,6.0,Takeaway,2023-03-17,British Columbia,Donut,0,0
TXN_2754587,9.0,In-store,2023-03-27,Newfoundland and Labrador,Juice,0,0
TXN_3869649,7.0,In-store,2023-08-08,British Columbia,Coffee,0,0
TXN_5581077,3.5,In-store,2023-07-23,Newfoundland and Labrador,Coffee,0,0
TXN_6830485,4.0,In-store,2023-12-07,British Columbia,Donut,0,0
TXN_5390544,6.0,In-store,2023-10-16,British Columbia,Tea,0,0
TXN_8704173,3.0,In-store,2023-04-10,British Columbia,Tea,0,1
TXN_4885270,2.0,In-store,2023-08-11,British Columbia,Donut,0,0
TXN_1115903,7.0,In-store,2023-09-14,Newfoundland and Labrador,Coffee,0,0
TXN_3190928,5.0,In-store,2023-06-01,British Columbia,Refresher,0,0
TXN_5460882,9.0,Takeaway,2023-06-12,Manitoba,Tea,0,1
TXN_3273772,6.0,In-store,2023-09-25,British Columbia,Tea,0,0
TXN_6311265,10.0,In-store,2023-02-13,British Columbia,Refresher,0,0
TXN_9375989,10.0,In-store,2023-01-12,Manitoba,Cookie,0,0
TXN_6583982,7.0,In-store,2023-09-10,Saskatchewan,Coffee,0,0
TXN_2973135,6.0,In-store,2023-03-31,Newfoundland and Labrador,Donut,0,0
TXN_7220842,5.0,Takeaway,2023-03-31,British Columbia,Cookie,0,0
TXN_6822557,2.5,In-store,2023-04-25,British Columbia,Cookie,0,0
TXN_3059138,5.0,In-store,2023-04-24,Saskatchewan,Cookie,0,1
TXN_9293779,8.0,In-store,2023-09-06,British Columbia,Donut,1,0
TXN_8350526,10.5,In-store,2023-07-11,Saskatchewan,Coffee,0,1
TXN_8265951,2.0,In-store,2023-04-06,Manitoba,Donut,0,0
TXN_4805229,8.0,In-store,2023-09-25,Newfoundland and Labrador,Sandwich,0,0
TXN_2067508,4.0,In-store,2023-01-13,Saskatchewan,Donut,0,0
TXN_7248388,7.0,Takeaway,2023-12-21,Manitoba,Coffee,0,0
TXN_6042672,3.5,In-store,2023-12-08,Saskatchewan,Coffee,1,0
TXN_2418113,5.0,Takeaway,2023-01-19,Newfoundland and Labrador,Refresher,0,0
TXN_8746246,10.5,In-store,2023-09-22,Newfoundland and Labrador,Coffee,0,0
TXN_1957801,9.0,In-store,2023-07-25,British Columbia,Tea,0,0
TXN_7753481,7.5,In-store,2023-02-21,Manitoba,Cookie,0,0
TXN_4726259,12.0,In-store,2023-05-24,Manitoba,Tea,0,0
TXN_2819648,3.5,In-store,2023-02-26,Manitoba,Coffee,0,0
TXN_6210703,24.0,In-store,2023-06-30,British Columbia,Sandwich,0,0
TXN_7016879,16.0,In-store,2023-08-11,Newfoundland and Labrador,Sandwich,0,0
TXN_8158862,5.0,Takeaway,2023-08-27,British Columbia,Refresher,0,0
TXN_7899688,3.0,In-store,2023-06-23,British Columbia,Tea,0,0
TXN_8834750,5.0,Takeaway,2023-06-19,British Columbia,Cookie,0,0
TXN_5008062,14.0,Takeaway,2023-10-10,British Columbia,Coffee,0,0
TXN_4009665,9.0,In-store,2023-01-05,Newfoundland and Labrador,Tea,0,0
TXN_6336154,16.0,In-store,2023-12-05,Newfoundland and Labrador,Sandwich,1,0
TXN_9791415,3.5,In-store,2023-10-19,Manitoba,Coffee,0,0
TXN_2926180,4.0,In-store,2023-02-08,British Columbia,Donut,0,0
TXN_1468262,10.5,In-store,2023-06-22,Newfoundland and Labrador,Coffee,0,0
TXN_1045008,10.5,In-store,2023-08-08,British Columbia,Coffee,0,0
TXN_2443237,4.0,In-store,2023-05-28,British Columbia,Donut,0,0
TXN_2625896,9.0,In-store,2023-07-10,British Columbia,Salad,0,0
TXN_1324220,7.0,In-store,2023-11-08,Manitoba,Coffee,0,0
TXN_1574569,10.0,In-store,2023-06-22,Newfoundland and Labrador,Refresher,0,0
TXN_4367664,14.0,In-store,2023-05-29,Newfoundland and Labrador,Coffee,0,0
TXN_5347507,7.0,In-store,2023-08-17,Manitoba,Coffee,0,0
TXN_4786312,7.0,Takeaway,2023-02-16,British Columbia,Coffee,0,1
TXN_1765248,17.5,In-store,2023-06-05,British Columbia,Coffee,0,0
TXN_2559479,3.5,Takeaway,2023-05-02,Manitoba,Coffee,0,0
TXN_1840167,9.0,In-store,2023-03-31,Newfoundland and Labrador,Salad,0,1
TXN_8901297,16.0,In-store,2023-08-08,Manitoba,Sandwich,0,0
TXN_2763067,3.0,In-store,2023-05-25,British Columbia,Tea,0,0
TXN_8089381,5.0,In-store,2023-07-31,British Columbia,Refresher,0,0
TXN_4347910,8.0,Takeaway,2023-08-28,Manitoba,Donut,0,0
TXN_7859306,7.0,Takeaway,2023-02-15,Saskatchewan,Coffee,0,0
TXN_1705277,3.5,Takeaway,2023-03-23,Manitoba,Coffee,0,0
TXN_7413531,3.0,In-store,2023-08-30,Newfoundland and Labrador,Tea,0,0
TXN_4067224,3.0,In-store,2023-01-05,Saskatchewan,Tea,0,0
TXN_9483452,6.0,In-store,2023-06-26,Saskatchewan,Tea,0,0
TXN_6606933,2.0,Takeaway,2023-10-09,Newfoundland and Labrador,Donut,0,0
TXN_8452223,24.0,In-store,2023-04-08,Newfoundland and Labrador,Sandwich,0,0
TXN_4133543,5.0,Takeaway,2023-03-24,British Columbia,Cookie,0,0
TXN_1068089,2.5,In-store,2023-03-19,Saskatchewan,Cookie,0,0
TXN_1001580,3.0,Takeaway,2023-07-24,Saskatchewan,Tea,0,0
TXN_7801097,7.0,In-store,2023-10-15,British Columbia,Coffee,0,0
TXN_1635153,2.0,In-store,2023-04-05,Newfoundland and Labrador,Donut,0,0
TXN_1281086,7.0,In-store,2023-04-13,British Columbia,Coffee,0,0
TXN_3155502,14.0,Takeaway,2023-11-02,Newfoundland and Labrador,Coffee,0,0
TXN_9885316,2.0,Takeaway,2023-10-13,British Columbia,Donut,0,0
TXN_8356426,3.5,Takeaway,2023-12-01,Saskatchewan,Coffee,1,0
TXN_6160820,7.5,In-store,2023-09-04,British Columbia,Cookie,0,0
TXN_9885018,3.5,In-store,2023-12-06,Manitoba,Coffee,0,0
TXN_9916920,5.0,Takeaway,2023-02-03,British Columbia,Refresher,0,0
TXN_3111086,4.5,In-store,2023-07-24,British Columbia,Juice,0,0
TXN_1005531,14.0,In-store,2023-02-12,Newfoundland and Labrador,Coffee,0,1
TXN_6240129,8.0,Takeaway,2023-04-21,British Columbia,Donut,0,0
TXN_9234502,2.0,In-store,2023-01-08,Manitoba,Donut,1,0
TXN_2103813,18.0,Takeaway,2023-07-03,Saskatchewan,Salad,1,0
TXN_6511694,3.0,In-store,2023-12-18,British Columbia,Tea,0,0
TXN_2481046,4.0,In-store,2023-03-02,British Columbia,Donut,0,0
TXN_2707119,3.0,In-store,2023-10-04,British Columbia,Tea,0,0
TXN_2308979,3.5,In-store,2023-01-22,Saskatchewan,Coffee,0,0
TXN_4246772,15.0,In-store,2023-01-12,Newfoundland and Labrador,Refresher,0,0
TXN_7805781,3.5,Takeaway,2023-02-03,Newfoundland and Labrador,Coffee,0,0
TXN_5273582,3.5,Takeaway,2023-03-14,Newfoundland and Labrador,Coffee,0,0
TXN_6580570,10.5,Takeaway,2023-02-16,Saskatchewan,Coffee,0,0
TXN_6242261,27.0,In-store,2023-03-02,Newfoundland and Labrador,Salad,0,0
TXN_5279022,5.0,In-store,2023-06-29,British Columbia,Cookie,0,0
TXN_1758212,10.0,In-store,2023-12-31,Manitoba,Cookie,0,0
TXN_6681210,9.0,Takeaway,2023-07-06,Manitoba,Juice,0,0
TXN_8351592,4.5,In-store,2023-08-15,British Columbia,Juice,0,0
TXN_8046304,8.0,In-store,2023-07-11,Newfoundland and Labrador,Sandwich,0,0
TXN_8237700,3.5,In-store,2023-09-30,Saskatchewan,Coffee,0,0
TXN_5803990,16.0,In-store,2023-05-06,Manitoba,Sandwich,0,0
TXN_4302573,3.0,Takeaway,2023-05-25,British Columbia,Tea,0,0
TXN_9829284,4.0,In-store,2023-01-25,British Columbia,Donut,0,0
TXN_2871742,2.0,Takeaway,2023-03-08,British Columbia,Donut,0,0
TXN_2549599,8.0,In-store,2023-05-26,Newfoundland and Labrador,Sandwich,0,0
TXN_6908019,7.0,In-store,2023-04-21,Saskatchewan,Coffee,0,0
TXN_8257293,3.5,Takeaway,2023-04-21,Manitoba,Coffee,0,0
TXN_4629940,9.0,In-store,2023-08-24,British Columbia,Salad,0,0
TXN_7818848,17.5,In-store,2023-04-11,Manitoba,Coffee,0,0
TXN_6493188,16.0,In-store,2023-10-09,British Columbia,Sandwich,0,0
TXN_3283445,4.0,In-store,2023-05-30,Newfoundland and Labrador,Donut,0,0
TXN_8221480,10.0,In-store,2023-03-11,British Columbia,Refresher,0,0
TXN_9422101,18.0,In-store,2023-09-04,Saskatchewan,Salad,0,0
TXN_2824837,3.0,Takeaway,2023-01-31,Saskatchewan,Tea,0,0
TXN_2702517,2.0,In-store,2023-01-06,Manitoba,Donut,0,0
TXN_1392289,7.0,In-store,2023-04-04,Saskatchewan,Coffee,0,0
TXN_4788547,3.0,Takeaway,2023-12-01,Newfoundland and Labrador,Tea,0,0
TXN_3058561,8.0,Takeaway,2023-01-26,British Columbia,Sandwich,1,0
TXN_9394632,8.0,In-store,2023-10-27,Saskatchewan,Sandwich,0,0
TXN_7193810,14.0,In-store,2023-07-31,Manitoba,Coffee,1,0
TXN_6174846,2.5,Takeaway,2023-11-16,British Columbia,Cookie,0,0
TXN_9986034,3.5,In-store,2023-11-29,British Columbia,Coffee,1,0
TXN_3808207,5.0,In-store,2023-01-10,Newfoundland and Labrador,Cookie,0,0
TXN_3844121,4.0,Takeaway,2023-01-13,Manitoba,Donut,0,0
TXN_5179846,6.0,In-store,2023-04-11,British Columbia,Tea,1,0
TXN_9596301,7.0,Takeaway,2023-09-22,British Columbia,Coffee,0,0
TXN_5279454,7.0,Takeaway,2023-02-07,British Columbia,Coffee,0,0
TXN_4695008,13.5,In-store,2023-04-04,British Columbia,Juice,0,0
TXN_6868528,4.5,Takeaway,2023-08-24,Manitoba,Juice,0,0
TXN_5299450,8.0,In-store,2023-05-17,British Columbia,Sandwich,0,0
TXN_5872018,12.0,Takeaway,2023-11-16,Newfoundland and Labrador,Tea,0,0
TXN_9935853,8.0,In-store,2023-10-18,Newfoundland and Labrador,Sandwich,0,0
TXN_3558759,3.0,In-store,2023-01-05,Manitoba,Tea,0,0
TXN_9457161,8.0,Takeaway,2023-05-12,Newfoundland and Labrador,Sandwich,0,0
TXN_6516784,3.0,In-store,2023-10-23,Manitoba,Tea,0,0
TXN_9729945,9.0,Takeaway,2023-04-14,Saskatchewan,Salad,0,0
TXN_1289594,9.0,Takeaway,2023-06-28,British Columbia,Salad,0,0
TXN_1739076,3.5,In-store,2023-12-19,British Columbia,Coffee,0,0
TXN_4047804,9.0,In-store,2023-05-23,British Columbia,Salad,0,0
TXN_4914589,3.0,Takeaway,2023-02-08,British Columbia,Tea,0,0
TXN_2798551,10.5,In-store,2023-06-28,Newfoundland and Labrador,Coffee,0,0
TXN_2744644,10.5,In-store,2023-10-16,British Columbia,Coffee,0,0
TXN_9660167,9.0,In-store,2023-06-06,British Columbia,Salad,0,0
TXN_3561269,45.0,In-store,2023-04-07,Newfoundland and Labrador,Salad,1,0
TXN_1233014,18.0,Takeaway,2023-10-16,Saskatchewan,Salad,1,0
TXN_2966028,24.0,In-store,2023-03-27,Manitoba,Sandwich,0,0
TXN_7512129,10.5,Takeaway,2023-06-08,Newfoundland and Labrador,Coffee,0,0
TXN_9686265,12.0,In-store,2023-12-31,British Columbia,Tea,0,0
TXN_3499910,4.5,In-store,2023-07-03,Saskatchewan,Juice,0,0
TXN_9025560,10.0,In-store,2023-05-16,Saskatchewan,Refresher,0,0
TXN_6479877,10.5,In-store,2023-02-16,Manitoba,Coffee,0,0
TXN_9989123,4.5,In-store,2023-06-22,Newfoundland and Labrador,Juice,0,0
TXN_4862692,3.5,Takeaway,2023-10-19,Newfoundland and Labrador,Coffee,0,0
TXN_9373383,2.0,In-store,2023-10-10,Saskatchewan,Donut,0,0
TXN_3488871,2.5,Takeaway,2023-12-26,Saskatchewan,Cookie,0,0
TXN_2587036,6.0,In-store,2023-07-19,Newfoundland and Labrador,Tea,0,0
TXN_1337498,9.0,In-store,2023-04-21,Saskatchewan,Juice,0,0
TXN_1174216,14.0,In-store,2023-11-24,Newfoundland and Labrador,Coffee,0,0
TXN_5860540,7.0,Takeaway,2023-02-20,British Columbia,Coffee,0,0
TXN_4278538,3.5,In-store,2023-10-29,Newfoundland and Labrador,Coffee,0,0
TXN_8250136,2.5,In-store,2023-02-24,Newfoundland and Labrador,Cookie,0,0
TXN_6401686,9.0,Takeaway,2023-05-29,Newfoundland and Labrador,Tea,0,0
TXN_9250249,5.0,In-store,2023-11-09,Manitoba,Cookie,0,1
TXN_1248725,6.0,Takeaway,2023-10-18,British Columbia,Donut,0,0
TXN_9207080,3.0,In-store,2023-12-13,Manitoba,Tea,0,0
TXN_1010736,9.0,Takeaway,2023-07-01,Newfoundland and Labrador,Juice,0,0
TXN_9970935,2.0,In-store,2023-06-29,Saskatchewan,Donut,0,0
TXN_8136429,9.0,In-store,2023-10-12,Manitoba,Salad,0,0
TXN_7689352,10.5,In-store,2023-05-30,British Columbia,Coffee,0,0
TXN_3000725,16.0,In-store,2023-02-18,Manitoba,Sandwich,0,0
TXN_3000725,9.0,Takeaway,2023-08-12,Saskatchewan,Salad,0,0
TXN_2242426,15.0,In-store,2023-08-03,Newfoundland and Labrador,Refresher,0,0
TXN_8485934,2.0,In-store,2023-01-19,British Columbia,Donut,0,0
TXN_5426223,8.0,Takeaway,2023-07-13,Saskatchewan,Donut,0,0
TXN_6252531,3.0,In-store,2023-05-12,Newfoundland and Labrador,Tea,0,0
TXN_1425193,10.5,In-store,2023-12-15,Manitoba,Coffee,0,0
TXN_1767806,10.5,In-store,2023-11-09,Newfoundland and Labrador,Coffee,0,0
TXN_4855295,9.0,Takeaway,2023-09-12,Manitoba,Salad,0,0
TXN_2259533,16.0,In-store,2023-02-23,Newfoundland and Labrador,Sandwich,0,0
TXN_3492647,2.0,In-store,2023-08-17,Newfoundland and Labrador,Donut,0,0
TXN_9651191,9.0,Takeaway,2023-04-07,Saskatchewan,Salad,0,1
TXN_4504369,10.5,In-store,2023-09-21,Newfoundland and Labrador,Coffee,0,0
TXN_6476172,2.5,In-store,2023-06-14,British Columbia,Cookie,0,0
TXN_7720112,5.0,Takeaway,2023-08-11,Newfoundland and Labrador,Refresher,0,0
TXN_7127092,9.0,In-store,2023-06-10,Saskatchewan,Juice,0,0
TXN_9218491,6.0,Takeaway,2023-05-27,British Columbia,Tea,0,0
TXN_5943209,5.0,In-store,2023-10-30,British Columbia,Cookie,0,0
TXN_9796795,9.0,In-store,2023-01-11,Manitoba,Tea,0,0
TXN_2941503,9.0,Takeaway,2023-07-14,Newfoundland and Labrador,Juice,0,0
TXN_5892132,6.0,Takeaway,2023-01-20,Saskatchewan,Donut,0,0
TXN_3477837,2.5,In-store,2023-09-13,Manitoba,Cookie,0,0
TXN_6975812,7.0,In-store,2023-07-28,British Columbia,Coffee,0,0
TXN_5178837,2.5,In-store,2023-07-28,Manitoba,Cookie,0,1
TXN_6275368,8.0,Takeaway,2023-02-09,British Columbia,Donut,0,0
TXN_1285938,4.0,Takeaway,2023-01-04,Manitoba,Donut,0,0
TXN_4878367,32.0,In-store,2023-01-29,Newfoundland and Labrador,Sandwich,0,0
TXN_6854714,15.0,Takeaway,2023-08-03,Newfoundland and Labrador,Refresher,0,0
TXN_9025438,5.0,In-store,2023-02-10,British Columbia,Cookie,0,0
TXN_9528036,7.0,In-store,2023-01-17,Saskatchewan,Coffee,0,0
TXN_4103965,18.0,In-store,2023-03-17,Manitoba,Salad,0,0
TXN_9934847,7.0,In-store,2023-12-28,British Columbia,Coffee,0,0
TXN_8824546,2.0,Takeaway,2023-11-05,Newfoundland and Labrador,Donut,0,0
TXN_3357114,36.0,In-store,2023-11-06,Manitoba,Salad,0,0
TXN_3530864,10.5,Takeaway,2023-11-03,Manitoba,Coffee,0,0
TXN_8464440,27.0,Takeaway,2023-10-09,Saskatchewan,Salad,0,0
TXN_6917642,9.0,In-store,2023-06-13,British Columbia,Juice,0,0
TXN_3738586,3.0,Takeaway,2023-11-06,British Columbia,Tea,0,0
TXN_4623839,6.0,In-store,2023-03-10,British Columbia,Tea,0,0
TXN_8955880,3.0,Takeaway,2023-09-07,Manitoba,Tea,0,0
TXN_9411257,15.0,Takeaway,2023-05-28,British Columbia,Refresher,0,0
TXN_3224917,10.5,Takeaway,2023-09-01,Newfoundland and Labrador,Coffee,0,0
TXN_6057090,2.0,Takeaway,2023-12-31,Saskatchewan,Donut,0,0
TXN_7876345,7.0,In-store,2023-03-14,Newfoundland and Labrador,Coffee,0,0
TXN_9712652,7.0,In-store,2023-01-17,Newfoundland and Labrador,Coffee,0,0
TXN_7802367,5.0,Takeaway,2023-03-02,Saskatchewan,Cookie,0,0
TXN_1981221,6.0,In-store,2023-08-17,British Columbia,Tea,0,0
TXN_2826100,5.0,Takeaway,2023-04-12,Saskatchewan,Refresher,0,0
TXN_3917124,2.0,Takeaway,2023-10-02,British Columbia,Donut,0,0
TXN_8193782,9.0,In-store,2023-11-01,British Columbia,Tea,0,0
TXN_6448159,3.5,In-store,2023-10-30,Saskatchewan,Coffee,0,0
TXN_6243707,15.0,In-store,2023-09-21,Saskatchewan,Refresher,0,0
